x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
-715.6290283;-223.9490051;1294.7199707;-126.40;-3.05;0.44;-37.4014015;33.5831985;-35.6986008;4.8604698;-0.7645965;0.6639758;-0.7185359;0.0850353;1.4285723;0.8035711
