x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
2205.0700684;486.8659973;1501.8900146;-34.02;0.18;-1.11;-36.9351997;34.0896988;-39.7392998;-1.5926300;-0.7517824;0.6767887;-0.8313753;-0.0278038;1.4285711;0.8035715
