x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
1349.1099854;-260.6830139;60.8436012;53.83;-0.73;0.69;-46.5774994;20.4018002;-19.8426991;23.8794003;-1.0566388;0.3719324;-0.3608642;0.4427089;1.4285713;0.8035731
