x;y;u;v;column;row
0.8966;0.4211;0.8975;0.4191;26;8
0.9310;0.4211;0.9326;0.4181;27;8
0.9655;0.4211;0.9670;0.4181;28;8
1.0000;0.4211;0.9997;0.4205;29;8
0.0000;0.4737;0.0007;0.4724;0;9
0.0345;0.4737;0.0348;0.4726;1;9
0.0690;0.4737;0.0692;0.4727;2;9
0.1034;0.4737;0.1037;0.4730;3;9
0.1379;0.4737;0.1381;0.4734;4;9
0.1724;0.4737;0.1724;0.4740;5;9
0.2069;0.4737;0.2067;0.4745;6;9
0.2414;0.4737;0.2409;0.4748;7;9
0.2759;0.4737;0.2753;0.4749;8;9
0.3103;0.4737;0.3097;0.4747;9;9
0.3448;0.4737;0.3442;0.4742;10;9
0.3793;0.4737;0.3789;0.4734;11;9
0.4138;0.4737;0.4137;0.4725;12;9
0.4483;0.4737;0.4485;0.4715;13;9
0.4828;0.4737;0.4832;0.4706;14;9
0.5172;0.4737;0.5180;0.4699;15;9
0.5517;0.4737;0.5525;0.4696;16;9
0.5862;0.4737;0.5869;0.4696;17;9
0.6207;0.4737;0.6212;0.4700;18;9
0.6552;0.4737;0.6553;0.4708;19;9
0.6897;0.4737;0.6894;0.4717;20;9
0.7241;0.4737;0.7235;0.4727;21;9
0.7586;0.4737;0.7578;0.4734;22;9
0.7931;0.4737;0.7923;0.4739;23;9
0.8276;0.4737;0.8271;0.4737;24;9
0.8621;0.4737;0.8622;0.4731;25;9
0.8966;0.4737;0.8975;0.4720;26;9
0.9310;0.4737;0.9326;0.4710;27;9
0.9655;0.4737;0.9670;0.4710;28;9
1.0000;0.4737;0.9997;0.4734;29;9
0.0000;0.5263;0.0003;0.5247;0;10
0.0345;0.5263;0.0345;0.5247;1;10
0.0690;0.5263;0.0689;0.5247;2;10
0.1034;0.5263;0.1035;0.5249;3;10
0.1379;0.5263;0.1379;0.5253;4;10
0.1724;0.5263;0.1722;0.5259;5;10
0.2069;0.5263;0.2065;0.5264;6;10
0.2414;0.5263;0.2407;0.5268;7;10
0.2759;0.5263;0.2751;0.5269;8;10
0.3103;0.5263;0.3095;0.5267;9;10
0.3448;0.5263;0.3440;0.5262;10;10
0.3793;0.5263;0.3787;0.5255;11;10
0.4138;0.5263;0.4135;0.5246;12;10
0.4483;0.5263;0.4483;0.5236;13;10
0.4828;0.5263;0.4831;0.5228;14;10
0.5172;0.5263;0.5178;0.5222;15;10
0.5517;0.5263;0.5524;0.5219;16;10
0.5862;0.5263;0.5868;0.5220;17;10
0.6207;0.5263;0.6211;0.5225;18;10
0.6552;0.5263;0.6552;0.5233;19;10
0.6897;0.5263;0.6893;0.5243;20;10
0.7241;0.5263;0.7234;0.5254;21;10
0.7586;0.5263;0.7577;0.5262;22;10
0.7931;0.5263;0.7922;0.5267;23;10
0.8276;0.5263;0.8270;0.5266;24;10
0.8621;0.5263;0.8621;0.5260;25;10
0.8966;0.5263;0.8975;0.5250;26;10
0.9310;0.5263;0.9326;0.5240;27;10
0.9655;0.5263;0.9670;0.5241;28;10
1.0000;0.5263;0.9997;0.5267;29;10
0.0000;0.5789;-0.0001;0.5772;0;11
0.0345;0.5789;0.0341;0.5771;1;11
0.0690;0.5789;0.0687;0.5770;2;11
0.1034;0.5789;0.1032;0.5772;3;11
0.1379;0.5789;0.1376;0.5776;4;11
0.1724;0.5789;0.1720;0.5781;5;11
0.2069;0.5789;0.2062;0.5786;6;11
0.2414;0.5789;0.2405;0.5790;7;11
0.2759;0.5789;0.2748;0.5791;8;11
0.3103;0.5789;0.3092;0.5789;9;11
0.3448;0.5789;0.3438;0.5785;10;11
0.3793;0.5789;0.3785;0.5778;11;11
0.4138;0.5789;0.4133;0.5769;12;11
0.4483;0.5789;0.4481;0.5760;13;11
0.4828;0.5789;0.4829;0.5753;14;11
0.5172;0.5789;0.5176;0.5747;15;11
0.5517;0.5789;0.5522;0.5745;16;11
0.5862;0.5789;0.5867;0.5747;17;11
0.6207;0.5789;0.6209;0.5752;18;11
0.6552;0.5789;0.6551;0.5761;19;11
0.6897;0.5789;0.6892;0.5771;20;11
0.7241;0.5789;0.7233;0.5782;21;11
0.7586;0.5789;0.7576;0.5791;22;11
0.7931;0.5789;0.7921;0.5796;23;11
0.8276;0.5789;0.8270;0.5796;24;11
0.8621;0.5789;0.8622;0.5790;25;11
0.8966;0.5789;0.8975;0.5780;26;11
0.9310;0.5789;0.9327;0.5771;27;11
0.9655;0.5789;0.9671;0.5773;28;11
1.0000;0.5789;0.9997;0.5801;29;11
0.0000;0.6316;-0.0005;0.6300;0;12
0.0345;0.6316;0.0338;0.6297;1;12
0.0690;0.6316;0.0684;0.6296;2;12
0.1034;0.6316;0.1029;0.6297;3;12
0.1379;0.6316;0.1373;0.6301;4;12
0.1724;0.6316;0.1717;0.6306;5;12
0.2069;0.6316;0.2059;0.6311;6;12
0.2414;0.6316;0.2402;0.6315;7;12
0.2759;0.6316;0.2745;0.6316;8;12
0.3103;0.6316;0.3090;0.6315;9;12
0.3448;0.6316;0.3436;0.6311;10;12
0.3793;0.6316;0.3783;0.6304;11;12
0.4138;0.6316;0.4131;0.6296;12;12
0.4483;0.6316;0.4479;0.6287;13;12
0.4828;0.6316;0.4827;0.6280;14;12
0.5172;0.6316;0.5175;0.6275;15;12
0.5517;0.6316;0.5521;0.6273;16;12
0.5862;0.6316;0.5865;0.6275;17;12
0.6207;0.6316;0.6208;0.6281;18;12
0.6552;0.6316;0.6550;0.6290;19;12
0.6897;0.6316;0.6891;0.6301;20;12
0.7241;0.6316;0.7232;0.6312;21;12
0.7586;0.6316;0.7576;0.6320;22;12
0.7931;0.6316;0.7921;0.6325;23;12
0.8276;0.6316;0.8270;0.6325;24;12
0.8621;0.6316;0.8622;0.6319;25;12
0.8966;0.6316;0.8975;0.6310;26;12
0.9310;0.6316;0.9327;0.6302;27;12
0.9655;0.6316;0.9671;0.6305;28;12
1.0000;0.6316;0.9997;0.6335;29;12
0.0000;0.6842;-0.0008;0.6828;0;13
0.0345;0.6842;0.0335;0.6826;1;13
0.0690;0.6842;0.0680;0.6824;2;13
0.1034;0.6842;0.1026;0.6825;3;13
0.1379;0.6842;0.1370;0.6829;4;13
0.1724;0.6842;0.1713;0.6834;5;13
0.2069;0.6842;0.2056;0.6839;6;13
0.2414;0.6842;0.2399;0.6843;7;13
0.2759;0.6842;0.2742;0.6845;8;13
0.3103;0.6842;0.3087;0.6843;9;13
0.3448;0.6842;0.3433;0.6839;10;13
0.3793;0.6842;0.3780;0.6832;11;13
0.4138;0.6842;0.4128;0.6824;12;13
0.4483;0.6842;0.4477;0.6816;13;13
0.4828;0.6842;0.4826;0.6809;14;13
0.5172;0.6842;0.5173;0.6804;15;13
0.5517;0.6842;0.5519;0.6803;16;13
0.5862;0.6842;0.5864;0.6805;17;13
0.6207;0.6842;0.6207;0.6811;18;13
0.6552;0.6842;0.6549;0.6820;19;13
0.6897;0.6842;0.6890;0.6830;20;13
0.7241;0.6842;0.7232;0.6841;21;13
0.7586;0.6842;0.7575;0.6850;22;13
0.7931;0.6842;0.7921;0.6854;23;13
0.8276;0.6842;0.8270;0.6854;24;13
0.8621;0.6842;0.8622;0.6848;25;13
0.8966;0.6842;0.8976;0.6838;26;13
0.9310;0.6842;0.9327;0.6831;27;13
0.9655;0.6842;0.9671;0.6836;28;13
1.0000;0.6842;0.9996;0.6870;29;13
0.0000;0.7368;-0.0010;0.7356;0;14
0.0345;0.7368;0.0332;0.7354;1;14
0.0690;0.7368;0.0677;0.7353;2;14
0.1034;0.7368;0.1022;0.7355;3;14
0.1379;0.7368;0.1367;0.7359;4;14
0.1724;0.7368;0.1710;0.7364;5;14
0.2069;0.7368;0.2052;0.7370;6;14
0.2414;0.7368;0.2395;0.7373;7;14
0.2759;0.7368;0.2739;0.7375;8;14
0.3103;0.7368;0.3084;0.7374;9;14
0.3448;0.7368;0.3430;0.7369;10;14
0.3793;0.7368;0.3778;0.7363;11;14
0.4138;0.7368;0.4126;0.7355;12;14
0.4483;0.7368;0.4475;0.7346;13;14
0.4828;0.7368;0.4824;0.7339;14;14
0.5172;0.7368;0.5172;0.7335;15;14
0.5517;0.7368;0.5518;0.7333;16;14
0.5862;0.7368;0.5863;0.7335;17;14
0.6207;0.7368;0.6206;0.7341;18;14
0.6552;0.7368;0.6548;0.7350;19;14
0.6897;0.7368;0.6889;0.7360;20;14
0.7241;0.7368;0.7231;0.7370;21;14
0.7586;0.7368;0.7575;0.7378;22;14
0.7931;0.7368;0.7921;0.7382;23;14
0.8276;0.7368;0.8270;0.7380;24;14
0.8621;0.7368;0.8622;0.7374;25;14
0.8966;0.7368;0.8976;0.7365;26;14
0.9310;0.7368;0.9328;0.7359;27;14
0.9655;0.7368;0.9671;0.7366;28;14
1.0000;0.7368;0.9995;0.7403;29;14
0.0000;0.7895;-0.0012;0.7881;0;15
0.0345;0.7895;0.0330;0.7881;1;15
0.0690;0.7895;0.0675;0.7882;2;15
0.1034;0.7895;0.1019;0.7885;3;15
0.1379;0.7895;0.1363;0.7889;4;15
0.1724;0.7895;0.1706;0.7895;5;15
0.2069;0.7895;0.2049;0.7901;6;15
0.2414;0.7895;0.2392;0.7905;7;15
0.2759;0.7895;0.2735;0.7906;8;15
0.3103;0.7895;0.3081;0.7904;9;15
0.3448;0.7895;0.3427;0.7900;10;15
0.3793;0.7895;0.3775;0.7893;11;15
0.4138;0.7895;0.4124;0.7885;12;15
0.4483;0.7895;0.4473;0.7877;13;15
0.4828;0.7895;0.4822;0.7870;14;15
0.5172;0.7895;0.5170;0.7865;15;15
0.5517;0.7895;0.5517;0.7863;16;15
0.5862;0.7895;0.5862;0.7865;17;15
0.6207;0.7895;0.6205;0.7870;18;15
0.6552;0.7895;0.6547;0.7878;19;15
0.6897;0.7895;0.6889;0.7887;20;15
0.7241;0.7895;0.7231;0.7897;21;15
0.7586;0.7895;0.7574;0.7904;22;15
0.7931;0.7895;0.7920;0.7906;23;15
0.8276;0.7895;0.8270;0.7904;24;15
0.8621;0.7895;0.8622;0.7897;25;15
0.8966;0.7895;0.8976;0.7888;26;15
0.9310;0.7895;0.9328;0.7883;27;15
0.9655;0.7895;0.9671;0.7893;28;15
1.0000;0.7895;0.9995;0.7934;29;15
0.0000;0.8421;-0.0011;0.8402;0;16
0.0345;0.8421;0.0329;0.8405;1;16
0.0690;0.8421;0.0672;0.8408;2;16
0.1034;0.8421;0.1016;0.8413;3;16
0.1379;0.8421;0.1360;0.8419;4;16
0.1724;0.8421;0.1702;0.8425;5;16
0.2069;0.8421;0.2045;0.8431;6;16
0.2414;0.8421;0.2388;0.8435;7;16
0.2759;0.8421;0.2732;0.8436;8;16
0.3103;0.8421;0.3078;0.8434;9;16
0.3448;0.8421;0.3425;0.8430;10;16
0.3793;0.8421;0.3773;0.8423;11;16
0.4138;0.8421;0.4123;0.8414;12;16
0.4483;0.8421;0.4472;0.8405;13;16
0.4828;0.8421;0.4821;0.8398;14;16
0.5172;0.8421;0.5170;0.8393;15;16
0.5517;0.8421;0.5516;0.8390;16;16
0.5862;0.8421;0.5861;0.8392;17;16
0.6207;0.8421;0.6204;0.8396;18;16
0.6552;0.8421;0.6547;0.8403;19;16
0.6897;0.8421;0.6888;0.8412;20;16
0.7241;0.8421;0.7230;0.8420;21;16
0.7586;0.8421;0.7574;0.8426;22;16
0.7931;0.8421;0.7920;0.8427;23;16
0.8276;0.8421;0.8270;0.8424;24;16
0.8621;0.8421;0.8622;0.8417;25;16
0.8966;0.8421;0.8976;0.8408;26;16
0.9310;0.8421;0.9328;0.8405;27;16
0.9655;0.8421;0.9671;0.8417;28;16
1.0000;0.8421;0.9995;0.8464;29;16
0.0000;0.8947;-0.0010;0.8917;0;17
0.0345;0.8947;0.0328;0.8925;1;17
0.0690;0.8947;0.0670;0.8932;2;17
0.1034;0.8947;0.1013;0.8938;3;17
0.1379;0.8947;0.1356;0.8946;4;17
0.1724;0.8947;0.1699;0.8953;5;17
0.2069;0.8947;0.2041;0.8959;6;17
0.2414;0.8947;0.2385;0.8963;7;17
0.2759;0.8947;0.2729;0.8964;8;17
0.3103;0.8947;0.3075;0.8962;9;17
0.3448;0.8947;0.3423;0.8956;10;17
0.3793;0.8947;0.3772;0.8949;11;17
0.4138;0.8947;0.4122;0.8940;12;17
0.4483;0.8947;0.4471;0.8930;13;17
0.4828;0.8947;0.4821;0.8922;14;17
0.5172;0.8947;0.5169;0.8916;15;17
0.5517;0.8947;0.5516;0.8914;16;17
0.5862;0.8947;0.5861;0.8914;17;17
0.6207;0.8947;0.6204;0.8918;18;17
0.6552;0.8947;0.6546;0.8924;19;17
0.6897;0.8947;0.6887;0.8932;20;17
0.7241;0.8947;0.7229;0.8939;21;17
0.7586;0.8947;0.7573;0.8943;22;17
0.7931;0.8947;0.7919;0.8944;23;17
0.8276;0.8947;0.8269;0.8941;24;17
0.8621;0.8947;0.8622;0.8933;25;17
0.8966;0.8947;0.8976;0.8925;26;17
0.9310;0.8947;0.9328;0.8924;27;17
0.9655;0.8947;0.9671;0.8940;28;17
1.0000;0.8947;0.9995;0.8994;29;17
0.0000;0.9474;-0.0009;0.9426;0;18
0.0345;0.9474;0.0327;0.9440;1;18
0.0690;0.9474;0.0668;0.9451;2;18
0.1034;0.9474;0.1009;0.9461;3;18
0.1379;0.9474;0.1352;0.9470;4;18
0.1724;0.9474;0.1694;0.9478;5;18
0.2069;0.9474;0.2037;0.9484;6;18
0.2414;0.9474;0.2381;0.9488;7;18
0.2759;0.9474;0.2726;0.9488;8;18
0.3103;0.9474;0.3072;0.9485;9;18
0.3448;0.9474;0.3421;0.9479;10;18
0.3793;0.9474;0.3770;0.9470;11;18
0.4138;0.9474;0.4120;0.9460;12;18
0.4483;0.9474;0.4470;0.9450;13;18
0.4828;0.9474;0.4820;0.9441;14;18
0.5172;0.9474;0.5168;0.9435;15;18
0.5517;0.9474;0.5515;0.9431;16;18
0.5862;0.9474;0.5860;0.9431;17;18
0.6207;0.9474;0.6203;0.9434;18;18
0.6552;0.9474;0.6544;0.9440;19;18
0.6897;0.9474;0.6886;0.9446;20;18
0.7241;0.9474;0.7227;0.9453;21;18
0.7586;0.9474;0.7571;0.9457;22;18
0.7931;0.9474;0.7917;0.9457;23;18
0.8276;0.9474;0.8267;0.9453;24;18
0.8621;0.9474;0.8620;0.9447;25;18
0.8966;0.9474;0.8975;0.9440;26;18
0.9310;0.9474;0.9327;0.9442;27;18
0.9655;0.9474;0.9671;0.9465;28;18
1.0000;0.9474;0.9995;0.9526;29;18
0.0000;1.0000;-0.0011;0.9932;0;19
0.0345;1.0000;0.0323;0.9954;1;19
0.0690;1.0000;0.0661;0.9969;2;19
0.1034;1.0000;0.1002;0.9982;3;19
0.1379;1.0000;0.1344;0.9993;4;19
0.1724;1.0000;0.1686;1.0001;5;19
0.2069;1.0000;0.2029;1.0007;6;19
0.2414;1.0000;0.2374;1.0010;7;19
0.2759;1.0000;0.2720;1.0009;8;19
0.3103;1.0000;0.3067;1.0005;9;19
0.3448;1.0000;0.3416;0.9997;10;19
