x;y;u;v;column;row
0.2069;0.1053;0.2078;0.1130;6;2
0.2414;0.1053;0.2421;0.1132;7;2
0.2759;0.1053;0.2765;0.1133;8;2
0.3103;0.1053;0.3108;0.1133;9;2
0.3448;0.1053;0.3453;0.1131;10;2
0.3793;0.1053;0.3797;0.1129;11;2
0.4138;0.1053;0.4142;0.1125;12;2
0.4483;0.1053;0.4487;0.1121;13;2
0.4828;0.1053;0.4832;0.1117;14;2
0.5172;0.1053;0.5177;0.1112;15;2
0.5517;0.1053;0.5522;0.1106;16;2
0.5862;0.1053;0.5868;0.1102;17;2
0.6207;0.1053;0.6213;0.1097;18;2
0.6552;0.1053;0.6559;0.1093;19;2
0.6897;0.1053;0.6904;0.1090;20;2
0.7241;0.1053;0.7250;0.1087;21;2
0.7586;0.1053;0.7595;0.1085;22;2
0.7931;0.1053;0.7940;0.1083;23;2
0.8276;0.1053;0.8284;0.1081;24;2
0.8621;0.1053;0.8627;0.1077;25;2
0.8966;0.1053;0.8968;0.1069;26;2
0.9310;0.1053;0.9305;0.1055;27;2
0.9655;0.1053;0.9638;0.1032;28;2
1.0000;0.1053;0.9964;0.0995;29;2
0.0000;0.1579;0.0009;0.1624;0;3
0.0345;0.1579;0.0358;0.1624;1;3
0.0690;0.1579;0.0704;0.1627;2;3
0.1034;0.1579;0.1048;0.1631;3;3
0.1379;0.1579;0.1391;0.1635;4;3
0.1724;0.1579;0.1733;0.1638;5;3
0.2069;0.1579;0.2076;0.1641;6;3
0.2414;0.1579;0.2419;0.1643;7;3
0.2759;0.1579;0.2763;0.1644;8;3
0.3103;0.1579;0.3107;0.1644;9;3
0.3448;0.1579;0.3451;0.1643;10;3
0.3793;0.1579;0.3796;0.1641;11;3
0.4138;0.1579;0.4141;0.1638;12;3
0.4483;0.1579;0.4486;0.1634;13;3
0.4828;0.1579;0.4831;0.1630;14;3
0.5172;0.1579;0.5176;0.1625;15;3
0.5517;0.1579;0.5522;0.1620;16;3
0.5862;0.1579;0.5867;0.1615;17;3
0.6207;0.1579;0.6213;0.1610;18;3
0.6552;0.1579;0.6559;0.1606;19;3
0.6897;0.1579;0.6905;0.1603;20;3
0.7241;0.1579;0.7250;0.1600;21;3
0.7586;0.1579;0.7596;0.1598;22;3
0.7931;0.1579;0.7941;0.1597;23;3
0.8276;0.1579;0.8285;0.1595;24;3
0.8621;0.1579;0.8628;0.1592;25;3
0.8966;0.1579;0.8968;0.1587;26;3
0.9310;0.1579;0.9304;0.1578;27;3
0.9655;0.1579;0.9636;0.1560;28;3
1.0000;0.1579;0.9960;0.1531;29;3
0.0000;0.2105;0.0006;0.2137;0;4
0.0345;0.2105;0.0355;0.2137;1;4
0.0690;0.2105;0.0700;0.2139;2;4
0.1034;0.2105;0.1045;0.2143;3;4
0.1379;0.2105;0.1388;0.2147;4;4
0.1724;0.2105;0.1731;0.2150;5;4
0.2069;0.2105;0.2074;0.2153;6;4
0.2414;0.2105;0.2417;0.2155;7;4
0.2759;0.2105;0.2761;0.2156;8;4
0.3103;0.2105;0.3105;0.2156;9;4
0.3448;0.2105;0.3450;0.2155;10;4
0.3793;0.2105;0.3795;0.2153;11;4
0.4138;0.2105;0.4140;0.2150;12;4
0.4483;0.2105;0.4485;0.2147;13;4
0.4828;0.2105;0.4830;0.2143;14;4
0.5172;0.2105;0.5176;0.2138;15;4
0.5517;0.2105;0.5521;0.2133;16;4
0.5862;0.2105;0.5867;0.2128;17;4
0.6207;0.2105;0.6213;0.2124;18;4
0.6552;0.2105;0.6559;0.2120;19;4
0.6897;0.2105;0.6905;0.2116;20;4
0.7241;0.2105;0.7251;0.2113;21;4
0.7586;0.2105;0.7597;0.2111;22;4
0.7931;0.2105;0.7942;0.2110;23;4
0.8276;0.2105;0.8287;0.2109;24;4
0.8621;0.2105;0.8629;0.2108;25;4
0.8966;0.2105;0.8969;0.2105;26;4
0.9310;0.2105;0.9305;0.2098;27;4
0.9655;0.2105;0.9635;0.2085;28;4
1.0000;0.2105;0.9959;0.2062;29;4
0.0000;0.2632;0.0002;0.2650;0;5
0.0345;0.2632;0.0351;0.2650;1;5
0.0690;0.2632;0.0697;0.2652;2;5
0.1034;0.2632;0.1041;0.2655;3;5
0.1379;0.2632;0.1385;0.2659;4;5
0.1724;0.2632;0.1728;0.2662;5;5
0.2069;0.2632;0.2072;0.2664;6;5
0.2414;0.2632;0.2416;0.2666;7;5
0.2759;0.2632;0.2760;0.2667;8;5
0.3103;0.2632;0.3104;0.2667;9;5
0.3448;0.2632;0.3449;0.2667;10;5
0.3793;0.2632;0.3794;0.2665;11;5
0.4138;0.2632;0.4139;0.2663;12;5
0.4483;0.2632;0.4484;0.2659;13;5
0.4828;0.2632;0.4829;0.2656;14;5
0.5172;0.2632;0.5175;0.2651;15;5
0.5517;0.2632;0.5520;0.2647;16;5
0.5862;0.2632;0.5866;0.2642;17;5
0.6207;0.2632;0.6212;0.2638;18;5
0.6552;0.2632;0.6559;0.2634;19;5
0.6897;0.2632;0.6905;0.2630;20;5
0.7241;0.2632;0.7252;0.2627;21;5
0.7586;0.2632;0.7598;0.2625;22;5
0.7931;0.2632;0.7944;0.2624;23;5
0.8276;0.2632;0.8288;0.2624;24;5
0.8621;0.2632;0.8631;0.2624;25;5
0.8966;0.2632;0.8971;0.2622;26;5
0.9310;0.2632;0.9307;0.2618;27;5
0.9655;0.2632;0.9637;0.2608;28;5
1.0000;0.2632;0.9959;0.2591;29;5
0.0000;0.3158;-0.0001;0.3163;0;6
0.0345;0.3158;0.0347;0.3164;1;6
0.0690;0.3158;0.0693;0.3166;2;6
0.1034;0.3158;0.1038;0.3169;3;6
0.1379;0.3158;0.1382;0.3172;4;6
0.1724;0.3158;0.1726;0.3175;5;6
0.2069;0.3158;0.2070;0.3177;6;6
0.2414;0.3158;0.2414;0.3178;7;6
0.2759;0.3158;0.2758;0.3179;8;6
0.3103;0.3158;0.3103;0.3179;9;6
0.3448;0.3158;0.3447;0.3179;10;6
0.3793;0.3158;0.3792;0.3177;11;6
0.4138;0.3158;0.4137;0.3175;12;6
0.4483;0.3158;0.4483;0.3173;13;6
0.4828;0.3158;0.4828;0.3169;14;6
0.5172;0.3158;0.5174;0.3165;15;6
0.5517;0.3158;0.5520;0.3161;16;6
0.5862;0.3158;0.5866;0.3157;17;6
0.6207;0.3158;0.6212;0.3153;18;6
0.6552;0.3158;0.6559;0.3149;19;6
0.6897;0.3158;0.6905;0.3145;20;6
0.7241;0.3158;0.7252;0.3143;21;6
0.7586;0.3158;0.7599;0.3141;22;6
0.7931;0.3158;0.7945;0.3140;23;6
0.8276;0.3158;0.8290;0.3140;24;6
0.8621;0.3158;0.8633;0.3140;25;6
0.8966;0.3158;0.8973;0.3140;26;6
0.9310;0.3158;0.9309;0.3137;27;6
0.9655;0.3158;0.9639;0.3131;28;6
1.0000;0.3158;0.9961;0.3117;29;6
0.0000;0.3684;-0.0005;0.3677;0;7
0.0345;0.3684;0.0344;0.3678;1;7
0.0690;0.3684;0.0690;0.3680;2;7
0.1034;0.3684;0.1035;0.3683;3;7
0.1379;0.3684;0.1379;0.3686;4;7
0.1724;0.3684;0.1723;0.3688;5;7
0.2069;0.3684;0.2068;0.3690;6;7
0.2414;0.3684;0.2412;0.3692;7;7
0.2759;0.3684;0.2756;0.3693;8;7
0.3103;0.3684;0.3101;0.3693;9;7
0.3448;0.3684;0.3446;0.3692;10;7
0.3793;0.3684;0.3791;0.3691;11;7
0.4138;0.3684;0.4136;0.3689;12;7
0.4483;0.3684;0.4481;0.3687;13;7
0.4828;0.3684;0.4827;0.3684;14;7
0.5172;0.3684;0.5173;0.3680;15;7
0.5517;0.3684;0.5519;0.3677;16;7
0.5862;0.3684;0.5865;0.3673;17;7
0.6207;0.3684;0.6212;0.3669;18;7
0.6552;0.3684;0.6558;0.3665;19;7
0.6897;0.3684;0.6906;0.3662;20;7
0.7241;0.3684;0.7253;0.3660;21;7
0.7586;0.3684;0.7600;0.3658;22;7
0.7931;0.3684;0.7946;0.3658;23;7
0.8276;0.3684;0.8292;0.3658;24;7
0.8621;0.3684;0.8635;0.3659;25;7
0.8966;0.3684;0.8975;0.3659;26;7
0.9310;0.3684;0.9311;0.3658;27;7
0.9655;0.3684;0.9641;0.3653;28;7
1.0000;0.3684;0.9963;0.3642;29;7
0.0000;0.4211;-0.0009;0.4193;0;8
0.0345;0.4211;0.0340;0.4194;1;8
0.0690;0.4211;0.0686;0.4196;2;8
0.1034;0.4211;0.1032;0.4199;3;8
0.1379;0.4211;0.1376;0.4202;4;8
0.1724;0.4211;0.1721;0.4204;5;8
0.2069;0.4211;0.2065;0.4206;6;8
0.2414;0.4211;0.2410;0.4207;7;8
0.2759;0.4211;0.2754;0.4207;8;8
0.3103;0.4211;0.3099;0.4208;9;8
0.3448;0.4211;0.3444;0.4207;10;8
0.3793;0.4211;0.3789;0.4206;11;8
0.4138;0.4211;0.4135;0.4205;12;8
0.4483;0.4211;0.4480;0.4203;13;8
0.4828;0.4211;0.4826;0.4200;14;8
0.5172;0.4211;0.5172;0.4197;15;8
0.5517;0.4211;0.5518;0.4194;16;8
0.5862;0.4211;0.5864;0.4190;17;8
0.6207;0.4211;0.6211;0.4187;18;8
0.6552;0.4211;0.6558;0.4184;19;8
0.6897;0.4211;0.6906;0.4181;20;8
0.7241;0.4211;0.7253;0.4179;21;8
0.7586;0.4211;0.7601;0.4178;22;8
0.7931;0.4211;0.7948;0.4178;23;8
0.8276;0.4211;0.8293;0.4178;24;8
0.8621;0.4211;0.8637;0.4180;25;8
0.8966;0.4211;0.8978;0.4181;26;8
0.9310;0.4211;0.9314;0.4181;27;8
0.9655;0.4211;0.9644;0.4178;28;8
1.0000;0.4211;0.9966;0.4169;29;8
0.0000;0.4737;-0.0012;0.4709;0;9
0.0345;0.4737;0.0336;0.4711;1;9
0.0690;0.4737;0.0683;0.4714;2;9
0.1034;0.4737;0.1028;0.4717;3;9
0.1379;0.4737;0.1373;0.4719;4;9
0.1724;0.4737;0.1718;0.4721;5;9
0.2069;0.4737;0.2062;0.4723;6;9
0.2414;0.4737;0.2407;0.4724;7;9
0.2759;0.4737;0.2752;0.4724;8;9
0.3103;0.4737;0.3097;0.4724;9;9
0.3448;0.4737;0.3442;0.4724;10;9
0.3793;0.4737;0.3788;0.4723;11;9
0.4138;0.4737;0.4133;0.4722;12;9
0.4483;0.4737;0.4479;0.4720;13;9
0.4828;0.4737;0.4824;0.4718;14;9
0.5172;0.4737;0.5171;0.4716;15;9
0.5517;0.4737;0.5517;0.4713;16;9
0.5862;0.4737;0.5864;0.4710;17;9
0.6207;0.4737;0.6211;0.4707;18;9
0.6552;0.4737;0.6558;0.4705;19;9
0.6897;0.4737;0.6906;0.4702;20;9
0.7241;0.4737;0.7254;0.4701;21;9
0.7586;0.4737;0.7602;0.4700;22;9
0.7931;0.4737;0.7949;0.4700;23;9
0.8276;0.4737;0.8295;0.4702;24;9
0.8621;0.4737;0.8639;0.4703;25;9
0.8966;0.4737;0.8980;0.4705;26;9
0.9310;0.4737;0.9316;0.4706;27;9
0.9655;0.4737;0.9647;0.4704;28;9
1.0000;0.4737;0.9969;0.4697;29;9
0.0000;0.5263;-0.0016;0.5228;0;10
0.0345;0.5263;0.0333;0.5231;1;10
0.0690;0.5263;0.0679;0.5233;2;10
0.1034;0.5263;0.1025;0.5236;3;10
0.1379;0.5263;0.1370;0.5239;4;10
0.1724;0.5263;0.1715;0.5241;5;10
0.2069;0.5263;0.2060;0.5242;6;10
0.2414;0.5263;0.2405;0.5243;7;10
0.2759;0.5263;0.2750;0.5244;8;10
0.3103;0.5263;0.3095;0.5244;9;10
0.3448;0.5263;0.3440;0.5243;10;10
0.3793;0.5263;0.3786;0.5243;11;10
0.4138;0.5263;0.4132;0.5242;12;10
0.4483;0.5263;0.4477;0.5240;13;10
0.4828;0.5263;0.4823;0.5239;14;10
0.5172;0.5263;0.5170;0.5237;15;10
0.5517;0.5263;0.5516;0.5234;16;10
0.5862;0.5263;0.5863;0.5232;17;10
0.6207;0.5263;0.6211;0.5230;18;10
0.6552;0.5263;0.6559;0.5228;19;10
0.6897;0.5263;0.6907;0.5226;20;10
0.7241;0.5263;0.7255;0.5225;21;10
0.7586;0.5263;0.7603;0.5225;22;10
0.7931;0.5263;0.7951;0.5226;23;10
0.8276;0.5263;0.8297;0.5227;24;10
0.8621;0.5263;0.8641;0.5230;25;10
0.8966;0.5263;0.8982;0.5232;26;10
0.9310;0.5263;0.9318;0.5234;27;10
0.9655;0.5263;0.9649;0.5233;28;10
1.0000;0.5263;0.9971;0.5227;29;10
0.0000;0.5789;-0.0019;0.5749;0;11
0.0345;0.5789;0.0329;0.5752;1;11
0.0690;0.5789;0.0675;0.5755;2;11
0.1034;0.5789;0.1021;0.5758;3;11
0.1379;0.5789;0.1366;0.5761;4;11
0.1724;0.5789;0.1711;0.5763;5;11
0.2069;0.5789;0.2056;0.5764;6;11
0.2414;0.5789;0.2402;0.5765;7;11
0.2759;0.5789;0.2747;0.5765;8;11
0.3103;0.5789;0.3093;0.5765;9;11
0.3448;0.5789;0.3438;0.5765;10;11
0.3793;0.5789;0.3784;0.5764;11;11
0.4138;0.5789;0.4130;0.5764;12;11
0.4483;0.5789;0.4476;0.5763;13;11
0.4828;0.5789;0.4822;0.5761;14;11
0.5172;0.5789;0.5169;0.5760;15;11
0.5517;0.5789;0.5516;0.5758;16;11
0.5862;0.5789;0.5863;0.5756;17;11
0.6207;0.5789;0.6211;0.5754;18;11
0.6552;0.5789;0.6559;0.5753;19;11
0.6897;0.5789;0.6908;0.5752;20;11
0.7241;0.5789;0.7256;0.5751;21;11
0.7586;0.5789;0.7605;0.5752;22;11
0.7931;0.5789;0.7952;0.5753;23;11
0.8276;0.5789;0.8298;0.5756;24;11
0.8621;0.5789;0.8643;0.5759;25;11
0.8966;0.5789;0.8984;0.5762;26;11
0.9310;0.5789;0.9320;0.5764;27;11
0.9655;0.5789;0.9651;0.5764;28;11
1.0000;0.5789;0.9973;0.5759;29;11
0.0000;0.6316;-0.0022;0.6272;0;12
0.0345;0.6316;0.0325;0.6276;1;12
0.0690;0.6316;0.0672;0.6279;2;12
0.1034;0.6316;0.1017;0.6282;3;12
0.1379;0.6316;0.1363;0.6285;4;12
0.1724;0.6316;0.1708;0.6287;5;12
0.2069;0.6316;0.2053;0.6288;6;12
0.2414;0.6316;0.2399;0.6289;7;12
0.2759;0.6316;0.2744;0.6289;8;12
0.3103;0.6316;0.3090;0.6289;9;12
0.3448;0.6316;0.3436;0.6289;10;12
0.3793;0.6316;0.3782;0.6289;11;12
0.4138;0.6316;0.4129;0.6288;12;12
0.4483;0.6316;0.4475;0.6287;13;12
0.4828;0.6316;0.4822;0.6286;14;12
0.5172;0.6316;0.5169;0.6285;15;12
0.5517;0.6316;0.5516;0.6284;16;12
0.5862;0.6316;0.5864;0.6282;17;12
0.6207;0.6316;0.6212;0.6281;18;12
0.6552;0.6316;0.6560;0.6280;19;12
0.6897;0.6316;0.6909;0.6280;20;12
0.7241;0.6316;0.7258;0.6280;21;12
0.7586;0.6316;0.7606;0.6281;22;12
0.7931;0.6316;0.7954;0.6283;23;12
0.8276;0.6316;0.8300;0.6286;24;12
0.8621;0.6316;0.8644;0.6289;25;12
0.8966;0.6316;0.8985;0.6293;26;12
0.9310;0.6316;0.9322;0.6296;27;12
0.9655;0.6316;0.9652;0.6297;28;12
1.0000;0.6316;0.9975;0.6293;29;12
0.0000;0.6842;-0.0026;0.6798;0;13
0.0345;0.6842;0.0321;0.6802;1;13
0.0690;0.6842;0.0668;0.6806;2;13
0.1034;0.6842;0.1013;0.6809;3;13
0.1379;0.6842;0.1359;0.6812;4;13
0.1724;0.6842;0.1704;0.6814;5;13
0.2069;0.6842;0.2050;0.6815;6;13
0.2414;0.6842;0.2396;0.6816;7;13
0.2759;0.6842;0.2742;0.6816;8;13
0.3103;0.6842;0.3088;0.6816;9;13
0.3448;0.6842;0.3434;0.6816;10;13
0.3793;0.6842;0.3781;0.6815;11;13
0.4138;0.6842;0.4127;0.6815;12;13
0.4483;0.6842;0.4474;0.6814;13;13
0.4828;0.6842;0.4822;0.6813;14;13
0.5172;0.6842;0.5169;0.6812;15;13
0.5517;0.6842;0.5517;0.6811;16;13
0.5862;0.6842;0.5865;0.6810;17;13
0.6207;0.6842;0.6213;0.6809;18;13
0.6552;0.6842;0.6562;0.6808;19;13
0.6897;0.6842;0.6911;0.6808;20;13
0.7241;0.6842;0.7260;0.6809;21;13
0.7586;0.6842;0.7608;0.6811;22;13
0.7931;0.6842;0.7956;0.6813;23;13
0.8276;0.6842;0.8302;0.6817;24;13
0.8621;0.6842;0.8646;0.6821;25;13
0.8966;0.6842;0.8987;0.6826;26;13
0.9310;0.6842;0.9323;0.6830;27;13
0.9655;0.6842;0.9654;0.6831;28;13
1.0000;0.6842;0.9977;0.6828;29;13
0.0000;0.7368;-0.0030;0.7325;0;14
0.0345;0.7368;0.0317;0.7329;1;14
0.0690;0.7368;0.0664;0.7334;2;14
0.1034;0.7368;0.1009;0.7337;3;14
0.1379;0.7368;0.1355;0.7340;4;14
0.1724;0.7368;0.1701;0.7342;5;14
0.2069;0.7368;0.2047;0.7344;6;14
0.2414;0.7368;0.2393;0.7344;7;14
0.2759;0.7368;0.2739;0.7345;8;14
0.3103;0.7368;0.3086;0.7344;9;14
0.3448;0.7368;0.3432;0.7344;10;14
0.3793;0.7368;0.3779;0.7344;11;14
0.4138;0.7368;0.4126;0.7343;12;14
0.4483;0.7368;0.4474;0.7342;13;14
0.4828;0.7368;0.4821;0.7341;14;14
0.5172;0.7368;0.5169;0.7340;15;14
0.5517;0.7368;0.5517;0.7339;16;14
0.5862;0.7368;0.5866;0.7339;17;14
0.6207;0.7368;0.6215;0.7338;18;14
0.6552;0.7368;0.6564;0.7338;19;14
0.6897;0.7368;0.6913;0.7338;20;14
0.7241;0.7368;0.7262;0.7339;21;14
0.7586;0.7368;0.7610;0.7341;22;14
0.7931;0.7368;0.7958;0.7345;23;14
0.8276;0.7368;0.8304;0.7349;24;14
0.8621;0.7368;0.8648;0.7354;25;14
0.8966;0.7368;0.8989;0.7359;26;14
0.9310;0.7368;0.9325;0.7364;27;14
0.9655;0.7368;0.9656;0.7366;28;14
1.0000;0.7368;0.9979;0.7364;29;14
0.0000;0.7895;-0.0034;0.7853;0;15
0.0345;0.7895;0.0313;0.7858;1;15
0.0690;0.7895;0.0660;0.7863;2;15
0.1034;0.7895;0.1005;0.7867;3;15
0.1379;0.7895;0.1351;0.7870;4;15
0.1724;0.7895;0.1697;0.7872;5;15
0.2069;0.7895;0.2043;0.7873;6;15
0.2414;0.7895;0.2390;0.7874;7;15
0.2759;0.7895;0.2736;0.7874;8;15
0.3103;0.7895;0.3083;0.7874;9;15
0.3448;0.7895;0.3431;0.7874;10;15
0.3793;0.7895;0.3778;0.7873;11;15
0.4138;0.7895;0.4125;0.7872;12;15
0.4483;0.7895;0.4473;0.7871;13;15
0.4828;0.7895;0.4821;0.7870;14;15
0.5172;0.7895;0.5170;0.7869;15;15
0.5517;0.7895;0.5518;0.7869;16;15
0.5862;0.7895;0.5867;0.7868;17;15
0.6207;0.7895;0.6216;0.7867;18;15
0.6552;0.7895;0.6565;0.7867;19;15
0.6897;0.7895;0.6915;0.7868;20;15
0.7241;0.7895;0.7264;0.7869;21;15
0.7586;0.7895;0.7612;0.7872;22;15
0.7931;0.7895;0.7960;0.7876;23;15
0.8276;0.7895;0.8306;0.7880;24;15
0.8621;0.7895;0.8650;0.7886;25;15
0.8966;0.7895;0.8990;0.7892;26;15
0.9310;0.7895;0.9327;0.7898;27;15
0.9655;0.7895;0.9658;0.7901;28;15
1.0000;0.7895;0.9981;0.7900;29;15
0.0000;0.8421;-0.0038;0.8381;0;16
0.0345;0.8421;0.0309;0.8386;1;16
0.0690;0.8421;0.0656;0.8391;2;16
0.1034;0.8421;0.1002;0.8395;3;16
0.1379;0.8421;0.1348;0.8399;4;16
0.1724;0.8421;0.1694;0.8401;5;16
0.2069;0.8421;0.2040;0.8403;6;16
0.2414;0.8421;0.2387;0.8404;7;16
0.2759;0.8421;0.2734;0.8404;8;16
0.3103;0.8421;0.3081;0.8404;9;16
0.3448;0.8421;0.3429;0.8404;10;16
0.3793;0.8421;0.3776;0.8403;11;16
0.4138;0.8421;0.4124;0.8402;12;16
0.4483;0.8421;0.4473;0.8401;13;16
0.4828;0.8421;0.4821;0.8400;14;16
0.5172;0.8421;0.5170;0.8399;15;16
0.5517;0.8421;0.5519;0.8398;16;16
0.5862;0.8421;0.5868;0.8397;17;16
0.6207;0.8421;0.6217;0.8396;18;16
0.6552;0.8421;0.6566;0.8396;19;16
0.6897;0.8421;0.6916;0.8397;20;16
0.7241;0.8421;0.7265;0.8399;21;16
0.7586;0.8421;0.7614;0.8402;22;16
0.7931;0.8421;0.7961;0.8406;23;16
0.8276;0.8421;0.8307;0.8411;24;16
0.8621;0.8421;0.8651;0.8418;25;16
0.8966;0.8421;0.8992;0.8425;26;16
0.9310;0.8421;0.9329;0.8431;27;16
0.9655;0.8421;0.9660;0.8435;28;16
1.0000;0.8421;0.9985;0.8435;29;16
0.0000;0.8947;-0.0041;0.8904;0;17
0.0345;0.8947;0.0306;0.8910;1;17
0.0690;0.8947;0.0652;0.8915;2;17
0.1034;0.8947;0.0998;0.8920;3;17
0.1379;0.8947;0.1344;0.8924;4;17
0.1724;0.8947;0.1691;0.8927;5;17
0.2069;0.8947;0.2037;0.8930;6;17
0.2414;0.8947;0.2384;0.8931;7;17
0.2759;0.8947;0.2731;0.8932;8;17
0.3103;0.8947;0.3079;0.8932;9;17
0.3448;0.8947;0.3426;0.8932;10;17
0.3793;0.8947;0.3774;0.8932;11;17
0.4138;0.8947;0.4123;0.8931;12;17
0.4483;0.8947;0.4471;0.8930;13;17
0.4828;0.8947;0.4820;0.8928;14;17
0.5172;0.8947;0.5169;0.8927;15;17
0.5517;0.8947;0.5518;0.8926;16;17
0.5862;0.8947;0.5867;0.8925;17;17
0.6207;0.8947;0.6217;0.8924;18;17
0.6552;0.8947;0.6567;0.8924;19;17
0.6897;0.8947;0.6916;0.8925;20;17
0.7241;0.8947;0.7265;0.8927;21;17
0.7586;0.8947;0.7614;0.8930;22;17
0.7931;0.8947;0.7962;0.8935;23;17
0.8276;0.8947;0.8308;0.8941;24;17
0.8621;0.8947;0.8652;0.8948;25;17
0.8966;0.8947;0.8993;0.8956;26;17
0.9310;0.8947;0.9331;0.8964;27;17
0.9655;0.8947;0.9663;0.8970;28;17
1.0000;0.8947;0.9990;0.8971;29;17
0.0000;0.9474;-0.0044;0.9419;0;18
0.0345;0.9474;0.0303;0.9424;1;18
0.0690;0.9474;0.0650;0.9430;2;18
0.1034;0.9474;0.0996;0.9436;3;18
0.1379;0.9474;0.1342;0.9441;4;18
0.1724;0.9474;0.1688;0.9446;5;18
0.2069;0.9474;0.2035;0.9450;6;18
0.2414;0.9474;0.2382;0.9453;7;18
0.2759;0.9474;0.2729;0.9455;8;18
0.3103;0.9474;0.3076;0.9456;9;18
0.3448;0.9474;0.3424;0.9456;10;18
0.3793;0.9474;0.3772;0.9456;11;18
0.4138;0.9474;0.4120;0.9456;12;18
0.4483;0.9474;0.4469;0.9455;13;18
0.4828;0.9474;0.4817;0.9454;14;18
0.5172;0.9474;0.5166;0.9453;15;18
0.5517;0.9474;0.5516;0.9452;16;18
0.5862;0.9474;0.5865;0.9451;17;18
0.6207;0.9474;0.6215;0.9450;18;18
0.6552;0.9474;0.6564;0.9451;19;18
0.6897;0.9474;0.6914;0.9452;20;18
0.7241;0.9474;0.7264;0.9454;21;18
0.7586;0.9474;0.7612;0.9458;22;18
0.7931;0.9474;0.7960;0.9463;23;18
0.8276;0.9474;0.8307;0.9470;24;18
0.8621;0.9474;0.8652;0.9479;25;18
0.8966;0.9474;0.8994;0.9488;26;18
0.9310;0.9474;0.9333;0.9497;27;18
0.9655;0.9474;0.9667;0.9505;28;18
1.0000;0.9474;0.9996;0.9509;29;18
0.0000;1.0000;-0.0046;0.9916;0;19
0.0345;1.0000;0.0302;0.9922;1;19
0.0690;1.0000;0.0649;0.9930;2;19
0.1034;1.0000;0.0995;0.9938;3;19
0.1379;1.0000;0.1341;0.9945;4;19
0.1724;1.0000;0.1687;0.9952;5;19
0.2069;1.0000;0.2033;0.9958;6;19
0.2414;1.0000;0.2379;0.9963;7;19
0.2759;1.0000;0.2726;0.9967;8;19
0.3103;1.0000;0.3073;0.9970;9;19
0.3448;1.0000;0.3420;0.9972;10;19
