x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
-1782.8599854;-244.7640076;1523.6600342;148.56;-0.80;-2.22;-36.3021011;34.7584000;-39.0531998;-0.4440450;-0.7346295;0.6939419;-0.8113226;-0.0077502;1.4285714;0.8035724
