x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
-1102.8800049;-1849.8299561;1409.8000488;-35.28;-1.38;0.31;-33.5896988;37.3955002;-37.7085991;1.7437500;-0.6641393;0.7644333;-0.7731276;0.0304436;1.4285726;0.8035712
