x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
998.2999878;1747.3000488;1517.3299561;142.79;-1.39;-0.85;-35.2335014;35.8395004;-39.0385017;-0.4197710;-0.7062984;0.7222713;-0.8108973;-0.0073265;1.4285697;0.8035708
